Pod,Setup,Rank,Name,"Victory
Pile 1","Victory
Pile 2","Total
VP",Win?,,Turns,,Escaped Villains,,Points per Turn,,Total Rank Points,,VP Difference,Bystanders Rescued,Hero Choice 1,Hero Choice 2,Fun Level,Comments
,,,,,,,Rank,Points,Rank,Points,Rank,Points,Rank,Points,,,,,,,,
,,,,                                                            Upper Bracket,,,,,,,,,,,,,,,,,,
9,The Supreme Intellegence Destroys the Nova Corps,1,OllieKitKat & Kylah15,11,61,72,1st,Yes (4),1st,23 (7),1st,0 (5),1st,3.13 (7),23,,50,9,Gamora,Rocket Raccoon,4/5,"Went in thinking Guardians were going to handle the game on their own, but Iron Fist decided this was going to be his show! We didn't even finish the second play through when we got to the same turn count and had less VP and was about to have an escape."
,,2,Ths_coconutgamer and ths_mjsmith,15,47,62,1st,Yes (4),2nd,24 (6),1st,0 (5),4th,2.583 (4),19,,32,2,Adam Warlock,Captain Mar-Vell,5/5,"I really don't think I would have beaten this one as soon as I did without the gracious presents of nezarr. Sure the adam warlock, captain mar-vel , and nova combo was a nice shard farm, but ultimately it was the drax and iron fist combo that pulled through with the help of a celestial being."
,,3,AntDude & WaspWoman,59,27,86,1st,Yes (4),5th,32 (3),1st,0 (5),2nd,2.688 (6),18,,32,9,Forge,Star-Lord,5/5,"I love games where my own expectations of certain cards are proven wrong. WaspWoman invested early in Knives of the Hunter, a card I usually think is mediocre at best, and found herself with 4 within no time. Those extra attacks really helped get over the attack thresholds of early Celestials and prevent escapes. Also, WaspWoman’s starting officer was Yo-Yo (!!!), so she was able to ensure she had a Nova Centurion each turn while not needing to recruit any more. Quite possibly our best experience with this scheme!"
,,4,BearclawMcgraw & SnaerSnare,27,64,91,1st,Yes (4),6th,35 (2),1st,0 (5),3rd,2.6 (5),16,,37,9,Gamora,Phyla-Vell,4/5,"Really big struggle at the start of the game, because 7 twists ran by in the first twenty turns. Luckily, the last two were at the bottom of the deck XD"
,,5,Avataristche,62,13,75,1st,Yes (4),4th,31 (4),1st,0 (5),7th,2.419 (1),14,,49,9,Punisher,Ronan the Accuser,2/5,I thought my first attempt was bad until i tried it again. I guess i am going down.
,,6,TheDanInBlack,40,32,72,1st,Yes (4),3rd,29 (5),7th,2 (1),6th,2.483 (2),12,,8,1,Quasar,Star-Lord,3/5,Of course Tiamat escaped on both plays…
,,7,yeeches#4500,37,55,92,1st,Yes (4),7th,36 (1),6th,1 (2),5th,2.556 (3),10,,18,10,Star-Lord,Rocket Raccoon,4/5,"One of my favorite schemes, especially with Special Officers! I got pretty lucky in the back half, Knowhere (lol) close to losing the scheme but hitting the mastermind became a bit drawn out. I got plenty of Celestial Boons which was fun and made up for unlucky/slow synergy from the hero deck. I was hoping for Drax & Iron Fist to shine more, Nova and Star-Lord performed as well as I hoped with Artifacts counting towards Cosmic Threat. I might have done better with someone else besides Rocket but he bridged the gap well enough."
10,Maximus Resurrects Heroes with Norn Stones,1,Wicked.pepper,54,39,93,1st,Yes (5),2nd,31 (6),1st,1 (7),2nd,3 (6),24,,15,10,Ultron,Warlock,3/5,"Maximus is rough with Venom and Dr Oc. That abomination level is so high. Added Ultron and Warlock for the 0 base attack cards and synergies. Managed to win in the second try, but it was rough!"
,,2,Snash108,64,23,87,1st,Yes (5),1st,27 (7),4th,5 (3),1st,3.222 (7),22,,41,5,Mysterio,Wolfsbane,4/5,"Mysterio worked wonders in keeping Maximus's attack low. Not only does he have fantastic HQ control, but only one of his commons had printed attack, and that is a mere 1. Combine that with Doc Ock's card draw and I tore through him in no time!!"
,,3,MicroDisney0505,75,23,98,1st,Yes (5),4th,33 (4),2nd,2 (6),3rd,2.97 (5),20,,52,15,Ultron,Warlock,5/5,Great game. I had one hand just focus on hq manipulation (thanks snash108 for the advice). My other game ended in a draw (I tend to play the long game). An all tech deck was great. Loved when the Mastermind tactic took out a Hydra operative thanks to Ultron.
,,4,EnigmaDrake#0270,16,43,59,1st,Yes (5),3rd,32 (5),3rd,4 (5),7th,1.844 (1),16,,27,7,Warlock,Green Goblin,4/5,"Very hard time here, crushed in g1 when a few 6-drops with high power were stuck in the tray, barely eked out g2 by leaving specific heroes in the tray when possible, and a lucky ko of the tactic that rotated the tray first."
,,5,Lamertien,44,49,93,1st,Yes (5),5th,35 (3),4th,5 (3),4th,2.657 (4),15,,5,8,Ultron,Green Goblin,4/5,"I barely won this match! But don't get me wrong - it was a fun game! I went all-in with Tech heroes, but I forgot that I had a bad KOing with my selection. So it took much longer than I hoped! Next Villain match time I will grab Electro or Loki!"
,,6,NukinFoobs and N3m3sis,47,32,79,6th,No (1.5),6th,35 (2),4th,5 (3),5th,2.257 (3),9.5,,15,10,Medusa,Warlock,3/5,Maximus kept using his master strikes right at the least convenient time. We just needed a few more turns to finish him off!
,,7,JParnell,46,30,76,6th,No (1.5),7th,34 (1),7th,6 (1),6th,2.235 (2),5.5,,16,9,Kingpin,Warlock,3/5,"Couldn't resist Kingpin when Cops are the Henchmen. My first game was a disaster, but the submitted game still started with a turn 1 6-drop, and on turn 5 Demon Bear took it away before eventually escaping the city. This is a tougher setup than it looks on paper."
11,M.O.D.O.K. Unites the Shards,1,Adrian Miller,29,44,73,1st,Yes (3.5),1st,20 (6),1st,0 (4.5),1st,3.65 (6),20,,15,8,Shatterstar,She-Hulk,4/5,".My biggest struggle this week was deciding who to pick as my 2 heroes. Shatterstar worked well with warpath and she hulk worked well with Joe fixit. I also threw the 2 and 5s from punisher in with the shatterstar/warpath side. it was a fun game but the planning was brutal, I don't think I ever thought this hard to make sure I got something that would work"
,,2,R3DJ0N#6458,42,29,71,1st,Yes (3.5),2nd,21 (5),1st,0 (4.5),2nd,3.381 (5),18,,13,9,Domino,Wolverine (X-Force),4/5,"This is deceptively hard scheme but I guess any scheme can be bad when you have 3 scheme twists in a row (4,5,6), first game was a disaster. The leader showed up first turn and played a copy of himself, which played a blockbuster. 

2nd game went much better. Domino's versatile was key for hitting Modok's transformed side and keeping shards under control. I'm disappointed I wasted my x-force wolverine since only one of his cards showed up the whole game. "
,,3,Zer00verride,40,40,80,1st,Yes (3.5),5th,31 (2),1st,0 (4.5),3rd,2.581 (4),14,,0,8,Iron Fist,Hulkbuster Iron Man,4/5,Never had both hands get exactly the same before. Looked like the right hand was going to be way out ahead until an amazing last turn on the left hitting M.O.D.O.K 3 times in a row.
,,4,Redblock,44,25,69,1st,Yes (3.5),4th,29 (3),1st,0 (4.5),5th,2.379 (2),13,,19,3,Forge,Domino,5/5,"Great setup, Sinister clones and Marauders are secret evil combo (more bystanders in villain deck). And now I officialy consider Warpath most useless hero I own, as I don't have Time traveling Jean Grey"
,,5,Juuuuulian,24,48,72,1st,Yes (3.5),3rd,28 (4),5th,3 (1.5),4th,2.571 (3),12,,24,7,Star-Lord,Groot,4/5,Guardians OP
,,6,ChuckBau3r,58,22,80,1st,Yes (3.5),6th,38 (1),5th,3 (1.5),6th,2.105 (1),7,,36,5,Bruce Banner,She-Hulk,4/5,"Had Bruce Banner work with Punisher on the Right hand side, taking care of the city, and dealing with the initial side of MODOk. Left side focused on She Hulk and Joe Fixit to deal with his transformed side. Warpath was a utility to both."
12,King Hyperion Transforms Citizens into Demons,1,Cerberin,64,54,118,1st,Yes (5),1st,28 (7),1st,1 (7),1st,4.214 (7),26,,10,20,Bishop,Ruby Summers,3/5,King Hyperion + Transform citizens into demons is pretty hard combo for sure! An early MS made a Thor Corps escape :(. At least I can tell that I finally found meaningfull use of the gained Thor corps - they were the MVPs with Black Panther on Left! Right mainly used Ruby+Angel for the discards synergy (Funny fact - no High-Speed Chase throughout the whole game). I have made 21 attack final turn which was enough to defeat 2 goblin queens and deliver the final blow on Hyperion.
,,2,Guardian06,53,60,113,1st,Yes (5),3rd,35 (5),2nd,3 (6),3rd,3.229 (5),21,,7,27,Beast (Illuminati),Ant-Man,4/5,"I really enjoyed this setup! King Hyperion is always tough, but a really good combo of heroes made him much more manageable. My one issue is that your villain deck can really screw you: I lost pretty sickly my first game when multiple masterminds came up in quick succession (but that's the nature of the game!)"
,,3,Drewfusmcge,69,80,149,1st,Yes (5),4th,42 (4),3rd,4 (4.5),2nd,3.548 (6),19.5,,11,44,Beast (Illuminati),Captain Marvel,3/5,"Man Hyperion is real piece of work as usual. Both attempts had three early goblin queen escapes because of whizzer/Hyperion charging so I was nearly losing both times. My first game consistently got Hyperion only on the Mastermind spot and I won the game about ten turns faster. But with over fifty extra VP in the second game, and fewer escapes, I think this was the right one to submit. (plz). Anyway, Beast and Black Panther are great fun, and Captain Marvel and Thor Corps and Angel are great too. Black Knight filled in the holes here and there with empower which actually really helped, always giving 3+ attack. Anyway I don't know if I loved or hated this setup. ?/5"
,,4,ClobberinTime & megablueJJ67,60,44,104,1st,Yes (5),2nd,33 (6),3rd,4 (4.5),4th,3.152 (3.5),19,,16,15,Wonder Man,Captain Marvel,4/5,"Captain Marvel gave us the attack we needed to hit King Hyperion consistently. Wonder Man regulating the HQ assisted Black Knight’s empower ability. Thor Corps mixed well with Black Panther’s split cards. This was a challenging setup, but this mix of heroes gave us a fighting chance!"
,,5,Doormatte#7658,61,84,145,1st,Yes (5),5th,46 (3),5th,6 (3),4th,3.152 (3.5),14.5,,23,31,Arkon the Magnificent,Superior Iron Man,4/5,Hyperion is no joke!!!
,,6,Dre 2 point 0,39,24,63,6th,No (1.5),6th,29 (2),6th,8 (1.5),6th,2.172 (2),7,,15,21,Beast (Illuminati),Colossus,2/5,"I thought about fighting the weaker Jean card farther into the city instead of the one that wouldn’t escape if Hyperion entered the city, but I chose poorly. Right after that, King Hyperion entered the city. A simple strategic decision could have extended my game by quite a bit! Kicking myself!"
,,7,iburnicus,6,15,21,6th,No (1.5),7th,23 (1),6th,8 (1.5),7th,0.913 (1),5,,9,11,Apocalyptic Kitty Pryde,Cable,2/5,"rough setup! didnt knew what outcome would score me better for the tourney so i took the one with more vp/turn ratio, don't feel good about it but fingers crossed cuz i don't think many of us will be able to beat this one"
,,,,                                                            Lower Bracket,,,,,,,,,,,,,,,,,,
13,"Hybrid, God-Emperor of Battleworld",1,Jerzin,72,19,91,1st,Yes (4.5),4th,29 (4),1st,0 (5),3rd,3.138 (5),18.5,,53,13,The Captain and the Devil,Proxima Midnight,5/5,"Lots of fun! Player 1 nailed it with Supersonic flight, Patriotic Chomp and Hurl Trucks! Disaster for villains every turn when Feeding Ground or fight effect KO basic cards.. Player two wits She-Hulk recruit oriented deck with Jade Giantess generated lots of attacks as well! Very good game!"
,,2,Mr. Omnishambles,28,53,81,1st,Yes (4.5),2nd,25 (6),7th,2 (1),2nd,3.24 (6),17.5,,25,9,Superior Iron Man,Bruce Banner,5/5,Good setup - much better than my first game! My randomized teammates were awesome this time! Too bad I had these escapes. I hope they won't kill me.
,,3,caseystahl1125,34,10,44,1st,Yes (4.5),1st,23 (7),1st,0 (5),7th,1.913 (1),17.5,,24,3,Venompool,Corvus Glaive,5/5,"I didn't hit Hybrid once, the 7th twist Ko all Hybrd with the God Emperor in Play and Thanos Utter Annihilation took care of the God Emperor!!"
,,4,Derpius#7789,59,33,92,1st,Yes (4.5),5th,33 (3),1st,0 (5),4th,2.788 (4),16.5,,26,2,Dr. Strange (Illuminati),Venomized Dr. Strange,4/5,Went for the double doctor strange combined with draw and power from she Hulk and cut marvel. Worked really well except for the fact that it took to long to get the engine going
,,5,Grey Warden,39,52,91,1st,Yes (4.5),6th,34 (2),1st,0 (5),5th,2.676 (3),14.5,,13,11,Beast (Illuminati),Ruby Summers,5/5,Captain Marvel with an all Strength team? Nothing can stand in her way! We had one escape and then Hybrid's tactic took it back and we got to kill it after all lol
,,6,Drinnak,56,44,100,7th,No (1),7th,26 (1),1st,0 (5),1st,3.846 (7),14,,12,15,Beast (Illuminati),Bruce Banner,5/5,Beast and Bruce Banner is such a fun combo. She-Hulk has such a well rounded deck that it works with almost anyone
,,7,Mikeygill97,51,23,74,1st,Yes (4.5),3rd,28 (5),6th,1 (2),6th,2.643 (2),13.5,,28,3,Beast (Illuminati),Hulkbuster Iron Man,5/5,"I got seriously lucky on the second game where only one single scheme twist came out and hurled a couple of trucks at him. Was able to prevent Hybrid from carrying on his scheme, but now, he has to deal with Scream all the way to the RAFT."
14,The Red King Turns the Soul of Adam Warlock,1,Off the Cuff,37,20,57,1st,Yes (4),1st,20 (5),1st,0 (3.5),1st,2.85 (5),17.5,,17,4,Amadeus Cho,"Skaar, Son of Hulk",5/5,Two of the cleanest decks I've ever built
,,2,CombatantMoth,33,30,63,1st,Yes (4),2nd,24 (4),1st,0 (3.5),2nd,2.625 (4),15.5,,3,0,Amadeus Cho,Forge,5/5,Much better card synergy with this one... will we survive to week 3?🤞
,,3,loconnole,52,25,77,1st,Yes (4),3rd,37 (3),1st,0 (3.5),3rd,2.081 (3),13.5,,27,2,Punisher,Bruce Banner,5/5,We got trashed the first round and the second round we were doing worse and by the skin of our teeth we managed to not corrupt every single high cost Adam warlock card. It was terrifying and amazing
,,4,mattl00k,6,22,28,4th,No (1.5),5th,26 (1),1st,0 (3.5),5th,1.077 (1),7,,16,2,Cable,Yondu,4/5,Very challenging
,,5,TheKize,24,27,51,4th,No (1.5),4th,28 (2),5th,1 (1),4th,1.821 (2),6.5,,3,1,Iron Fist,Forge,3/5,"I managed to get both Super-Skrull and Forge's rares in the same deck early, so I was optimistic to get some big hits in. But all the Adam Warlock 3-point cards came out in early scheme twists before I had a chance to build much attack power, and I never recovered from it. Both decks got clogged up wtih wounds late game, all adding up to another loss for The Kize."
,,-,Captaintoad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
,,-,kata124,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
15,Lady Deathstrike's Hydra Helicarriers Hunt Heroes,1,Darova,32,33,65,1st,Yes (4),1st,23 (7),1st,0 (5),2nd,2.826 (6),22,,1,6,Jean Grey,Bishop,3/5,It requires some luck if you get the wrong tactic
,,2,Hatephd,44,28,72,1st,Yes (4),2nd,25 (5.5),1st,0 (5),1st,2.88 (7),21.5,,16,4,Professor X,"Skaar, Son of Hulk",5/5,"Wow, didn't think I could do better than my first run through. Somehow I finished 1 turn earlier and managed to hold onto the bystanders I saved! Reavers came out swinging this game with a strike and the first 3 villains preying on my player two in the first 5 turns. Shrugged that off and proceeded to prey on anything breathing in the city."
,,3,Flipflopmaniac,53,17,70,1st,Yes (4),2nd,25 (5.5),1st,0 (5),3rd,2.8 (5),19.5,,36,11,Siryn,Caiera,4/5,"The Cuckoos was a hard carry this time, MCU side got 10/14 of her cards and triggered almost all Tactical Formations every turn.  Comic side tanked Lady Deathstrike's Prey triggers and used Korg and Miek to keep the wounds down.  I picked Siryn to try some shatter combos but only her investigate card showed up.  Second game was going better than the first but I drew seven Twists instead of three in the first game to end that one."
,,4,iceflake,43,31,74,1st,Yes (4),4th,27 (3.5),1st,0 (5),5th,2.741 (3),15.5,,12,6,She-Hulk,Strong Guy,4/5,STRENGTH
,,5,Barrit,39,33,72,1st,Yes (4),4th,27 (3.5),1st,0 (5),7th,2.667 (1),13.5,,6,2,Angel,Iron Fist,3/5,
,,6,ItStartsWith1,34,60,94,1st,Yes (4),7th,34 (1),6th,1 (1.5),4th,2.765 (4),10.5,,26,17,Hiroim,Jean Grey,4/5,"Hope I picked the right game! A “Telepathic Warning” let me know it was my last turn. Luckily, my Hiroim/Jean Grey Bystander deck had double powered up “Hiroim Redeemed” and finished the job! Left side was STR focused Korg deck that held its own."
,,7,MrTInce,36,46,82,1st,Yes (4),6th,30 (2),6th,1 (1.5),6th,2.733 (2),9.5,,10,8,Daredevil (Marvel Knights),M,4/5,Nightcrawler can have massive swings with his uncommon and that deck was all yellow and red. The other was built around 3 costs and green. Together they worked really well. I was one scheme away from losing for 4 turns and it became quite intense.
16,Carnage's Negative Zone Prison Breakout,1,CaptainMetroidica,73,27,100,1st,Yes (3.5),1st,25 (6),3rd,3 (4),1st,4 (6),19.5,,46,29,Black Widow,Iron Man,5/5,Was really fun. I got some really strong black widow and iron man combos to draw the whole deck. Feast to thin decks was also great.
,,2,Astigmatic_Oracle,44,41,85,1st,Yes (3.5),2nd,26 (5),1st,0 (6),2nd,3.269 (5),19.5,,3,8,Gambit,Wolverine (X-Men),4/5,"Game 2 went almost as well as it could have gone. If we had drawn the right tactic on turn 6, we could have KOed the rest of Player 2's deck, leaving exactly 6 cards totaling 9 attack to hit Carnage on every subsequent Player 2 turn. Alas, it was not meant to be!"
,,3,Mangostrike,34,46,80,1st,Yes (3.5),3rd,27 (4),4th,5 (2.5),4th,2.963 (3),13,,12,19,Hawkeye,Iron Man,5/5,Went hard on tech and it payed off. First game had Nick’s rare in the opening HQ. Both hands got Field Promotion to quickly dump agents to KO pile. Deadpool’s “Can I Get a Do Over?” Helped to cycle through a small hand quickly to get Hawkeye’s rare up frequently too.
,,4,dyn0mike27,31,58,89,1st,Yes (3.5),5th,29 (2),4th,5 (2.5),3rd,3.069 (4),12,,27,15,Black Widow,Iron Man,3/5,"All the Feasting made this a much more difficult setup than expected. Carnage especially did the most damage, KO’ing Deadpool’s Uncommon from the MCU side on three separate occasions (twice in Play 1, once in Play 2). He also managed to Feast on Black Widow’s Uncommon from the Comic side, just as we had built up a stack of 8 Bystanders. Could have ended the game much quicker had that not happened. Play 2 was the better game and the one submitted, but I just have to mention something that happened in Play 1: The MCU side snagged Black Widow’s Uncommon despite only having one Bystander for the entire game, while the Comic side had around 15 by the end of it. MCU still managed to hit Carnage two separate times, with that card generating only +1 Attack lol."
,,5,LoboTranki#4675,31,29,60,1st,Yes (3.5),6th,33 (1),2nd,1 (5),6th,1.818 (1),10.5,,2,2,Gambit,Storm,4/5,Feast time! Great scheme with a great MM
,,6,Montax30,18,42,60,1st,Yes (3.5),4th,28 (3),6th,6 (1),5th,2.143 (2),9.5,,24,3,Cyclops,Gambit,5/5,I forgot how well the core set heroes play together especially X-Men affiliated ones